listing_id,association_type,sector_represented,member_count,membership_fee_min,membership_fee_max,industry_id,association_metadata
4e7e5e16-80a3-4681-a541-ba0bc175895f,,Internet & Digital,500,25000,1000000,64fd1516-f032-4630-8a79-e347851f2e18,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""IAMAI is a non-profit industry body established in 2004 to expand and enhance the online and mobile value-added services sectors. It advocates for a conducive policy environment for the internet and digital industry in India."", ""mission"": """", ""vision"": """", ""sector"": ""Internet & Digital"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": ""Subho Ray"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""500+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": ""info@iamai.in"", ""website"": ""https://www.iamai.in""}}"
a8648a6a-2bf6-451e-9179-681d69a99dc9,,IT Hardware,150,30000,500000,64fd1516-f032-4630-8a79-e347851f2e18,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""MAIT is the apex body for the IT hardware, training, R&D, and associated services industry in India. It was established in 1982 to represent the IT product industry and promote domestic manufacturing."", ""mission"": """", ""vision"": """", ""sector"": ""IT Hardware"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": ""Ali Akhtar Jafri"", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""150+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""mait@mait.com"", ""website"": ""https://www.mait.com""}}"
9fab943e-1b1b-443c-9b61-c2210cb39674,,Cybersecurity,350,50000,800000,64fd1516-f032-4630-8a79-e347851f2e18,"{""association_type"": ""National"", ""legal_status"": ""Section 8 Company"", ""overview"": {""about"": ""DSCI is a not-for-profit, industry body on data protection in India, setup by NASSCOM. It works with governments, regulators and industry to promote cybersecurity and privacy best practices, standards, and frameworks."", ""mission"": """", ""vision"": """", ""sector"": ""Cybersecurity"", ""objectives"": [], ""key_functions"": []}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": ""Vinayak Godse"", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""350+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": ""info@dsci.in"", ""website"": ""https://www.dsci.in""}}"
31c24a8e-c3a2-4239-9e67-908acf559c95,National,Pharmaceutical Manufacturing,11000,10000,300000,26d2b88d-ddbf-45b7-a016-9379064270a9,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""IDMA represents the national sector of Indian manufacturers engaged in producing bulk actives and formulations, amalgamating 8 State Boards (Gujarat, Himachal Pradesh & Uttaranchal, Haryana, Tamil Nadu, West Bengal, Madhya Pradesh, Telangana, Karnataka) with over 11,000 members."", ""mission"": """", ""vision"": """", ""sector"": ""Pharmaceuticals"", ""objectives"": [""Quality improvement and global compliance"", ""Harmonization of pharmacopoeias""], ""key_functions"": [""Representation to Government authorities"", ""GMP workshops"", ""Pharmaceutical Analyst Conventions (since 1997)""]}, ""governance"": {""president"": {""name"": ""Dr. Viranchi Shah"", ""company"": ""Saga Lifesciences Ltd.""}, ""vice_presidents"": [{""name"": ""(Sr. Vice President)"", ""company"": ""Inga Laboratories Pvt. Ltd.""}], ""secretary_general"": {""name"": ""Daara B. Patel"", ""company"": ""Secretary General, IDMA""}}, ""regional_structure"": {""governance_model"": ""8 State Boards"", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": [{""name"": ""IDMA Gujarat State Board (GSB)"", ""headquarters_address"": ""Gujarat - largest state board with 350+ members"", ""contact_email"": """"}]}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""11,000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [""Weekly IDMA Bulletin (55th year)"", ""Monthly journal Indian Drugs (61st year)"", ""GMP training and workshops""], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {""Quality"": [{""title"": ""National cGMP Day"", ""description"": ""Annual day celebrating commitment to quality and safety standards, observed 10th October.""}]}, ""events"": {""Annual"": [{""title"": ""IDMA Annual Day & Vriddhi"", ""description"": ""62nd edition held in 2024.""}, {""title"": ""Pharmaceutical Analyst Convention (PAC)"", ""description"": ""24th edition in 2025, held annually since 1997.""}]}, ""publications"": {""Journals"": [{""title"": ""Indian Drugs"", ""description"": ""Monthly scientific and technical journal, published for 61+ years.""}], ""Bulletins"": [{""title"": ""IDMA Bulletin"", ""description"": ""Weekly communication bulletin, in its 55th year.""}]}, ""compliance_policies"": {}, ""partnerships"": {""list"": [{""name"": ""Indian Pharmacopoeia Commission"", ""relation"": ""Technical Partner"", ""website"": """"}]}, ""awards"": {""list"": [{""title"": ""IDMA Quality Excellence Awards"", ""description"": ""For manufacturing of APIs and Formulations.""}, {""title"": ""IDMA Margi Memorial Best Patent Award"", ""description"": ""For best patents granted in India and abroad.""}, {""title"": ""IDMA Corporate Citizen Award"", ""description"": ""Recognizes humanitarian CSR activities of members.""}, {""title"": ""IDMA Research Awards"", ""description"": ""For original research papers published in Indian Drugs.""}]}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""102-B, Poonam Chambers, Dr. A.B. Road, Worli, Mumbai 400018, India"", ""phone_number"": ""+91-22-2494 4624"", ""email"": ""feedback@idmaindia.com"", ""website"": ""https://idma-assn.org""}}"
93d2b297-948c-48cc-a12e-c0b99f4f13e2,National,Pharmaceuticals,60,100000,2000000,f26791cd-9656-452d-8326-9b9296125906,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""OPPI represents research-based global pharmaceutical companies in India, an integral part of India's healthcare journey since pre-independence. In 2025 OPPI celebrated its Diamond Jubilee (60 years since 1965 founding)."", ""mission"": ""Building a healthier India through access to Innovation."", ""vision"": ""An organisation of research and innovation driven pharmaceutical companies committed to addressing India's healthcare needs."", ""sector"": ""Pharmaceuticals"", ""objectives"": [""Facilitate greater access to quality healthcare solutions"", ""Encourage research and innovation"", ""Disseminate knowledge and best practices"", ""Contribute to policy dialogues""], ""key_functions"": [""Advocacy on Innovation, Access and Ease of Doing Business"", ""Code of Pharmaceutical Practices (ethics)""]}, ""governance"": {""president"": {""name"": ""Bhushan Akshikar"", ""company"": ""Appointed President, 2024""}, ""vice_presidents"": [], ""secretary_general"": {""name"": ""Anil Matai"", ""company"": ""Director General, OPPI""}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Market Share of Members"", ""value"": ""~60%""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {""Patient Initiatives"": [{""title"": ""Bharat Ke Liye"", ""description"": ""Initiative launched March 2023 highlighting OPPI's commitment to healthier India.""}]}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {""Ethics"": [{""title"": ""Code of Pharmaceutical Practices"", ""description"": ""Stringent ethics and CGMP compliance code for member companies.""}]}, ""partnerships"": {""list"": [{""name"": ""IFPMA"", ""relation"": ""International Federation Member"", ""website"": ""https://www.ifpma.org""}]}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Peninsula Corporate Park, Peninsula Chambers, Ground Floor, Ganpatrao Kadam Marg, Lower Parel, Mumbai 400013, India"", ""phone_number"": ""+91-22-2491 8123"", ""email"": """", ""website"": ""https://www.indiaoppi.com""}}"
61e6113c-53aa-4679-81ff-189d5b5402f4,National,Pharmaceuticals,24,500000,5000000,f26791cd-9656-452d-8326-9b9296125906,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""IPA is an alliance of 24 leading Indian pharmaceutical companies, founded in 1999 to promote the cause of generic drugs and represent research-based national pharmaceutical companies in India. Nearly 1 in 5 generic medicines used worldwide is manufactured in India."", ""mission"": """", ""vision"": """", ""sector"": ""Pharmaceuticals"", ""objectives"": [], ""key_functions"": [""Policy engagement with Government"", ""Regulatory trust building"", ""Biologics and mRNA capability development with CPI""]}, ""governance"": {""president"": {""name"": """", ""company"": """"}, ""vice_presidents"": [{""name"": ""Archana Jatkar"", ""company"": ""Associate Secretary General, IPA""}], ""secretary_general"": {""name"": ""Sudarshan Jain"", ""company"": ""Secretary General, IPA""}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Member Companies"", ""value"": ""24""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {""Reports"": [{""title"": ""Pharma Industry and Government Collaboration"", ""description"": ""IPA-PwC report on India's pharma response and reform.""}]}, ""compliance_policies"": {}, ""partnerships"": {""list"": [{""name"": ""PwC"", ""relation"": ""Research Partner"", ""website"": """"}]}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": """", ""website"": ""https://www.ipa-india.org""}}"
cbd2ded8-ed60-4eae-b1b3-8ebce955bd75,National,Pharma Trade / Distribution,800000,500,5000,cc637398-2762-4b5b-a999-c1a8c5567cfe,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""AIOCD is the national apex organisation for licensed chemists and druggists in India, representing about 800,000 members including stockists, pharmacies and retailers."", ""mission"": """", ""vision"": """", ""sector"": ""Pharma Retail / Distribution"", ""objectives"": [], ""key_functions"": [""Retail trade representation"", ""Pharmacy regulation advocacy""]}, ""governance"": {""president"": {""name"": ""J. S. Shinde"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Mumbai, Maharashtra"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Total Members"", ""value"": ""8,00,000+""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Mumbai, Maharashtra, India"", ""phone_number"": """", ""email"": """", ""website"": ""https://aiocd.com""}}"
fa2144de-3da3-4239-8e7e-d41e69364d7d,National,Pharma Exports,3000,5000,100000,f26791cd-9656-452d-8326-9b9296125906,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""PHARMEXCIL, set up in 2004 under Ministry of Commerce & Industry, promotes export of pharmaceutical products including drug intermediates, bulk drugs, formulations, biologicals, ayush and herbal products and surgicals."", ""mission"": """", ""vision"": """", ""sector"": ""Pharma Exports"", ""objectives"": [], ""key_functions"": [""Export promotion"", ""Market studies"", ""Trade delegations""]}, ""governance"": {""president"": {""name"": ""Dinesh Dua"", ""company"": ""CEO, Nectar Lifesciences Limited""}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""Hyderabad, Telangana"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": []}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Hyderabad, Telangana, India"", ""phone_number"": """", ""email"": """", ""website"": ""https://pharmexcil.in""}}"
5ec7e7a7-6bc1-4178-ac1a-abddd9d35f53,National,Auto Components Manufacturing,850,15000,1500000,5ed3c109-2d23-4148-a019-f347fda26ed4,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""ACMA is the apex industry body representing the automotive component industry in India, valued at USD 80.2 billion, comprising organised manufacturers and thousands of SMEs across the auto components value chain."", ""mission"": """", ""vision"": """", ""sector"": ""Auto Components"", ""objectives"": [""GST rationalisation advocacy"", ""Support MSMEs in auto component sector""], ""key_functions"": [""Policy advocacy"", ""Auto Expo co-organisation"", ""Export refund and liquidity support advocacy""]}, ""governance"": {""president"": {""name"": ""Shradha Suri Marwah"", ""company"": """"}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Industry Size Represented"", ""value"": ""USD 80.2 Billion""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {""Biennial"": [{""title"": ""Auto Expo - The Motor Show"", ""description"": ""Jointly organised with SIAM and CII.""}]}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": [{""name"": ""SIAM"", ""relation"": ""Co-organiser of Auto Expo"", ""website"": ""https://www.siam.in""}]}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""The Capital Court, 6th Floor, Olof Palme Marg, Munirka, New Delhi 110067, India"", ""phone_number"": ""+91-11-26160315"", ""email"": ""acma@vsnl.com"", ""website"": ""https://www.acma.in""}}"
2e7d0db4-582c-4be8-86b6-1b341b8205b2,National,Auto Retail,15000,5000,100000,5ed3c109-2d23-4148-a019-f347fda26ed4,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""FADA is the apex national body of the Automobile Retail Industry in India engaged in sale, service and spares of 2/3-wheelers, passenger cars, UVs, commercial vehicles and tractors, networking with over 30 regional/state/city dealer associations."", ""mission"": """", ""vision"": ""One Nation | One Association"", ""sector"": ""Auto Retail"", ""objectives"": [], ""key_functions"": [""Auto Policy and Taxation advocacy"", ""Vehicle Registration Procedure inputs"", ""Road Safety initiatives"", ""Vehicle Retail Data publication""]}, ""governance"": {""president"": {""name"": ""Manish Raj Singhania"", ""company"": """"}, ""vice_presidents"": [{""name"": ""C S Vigneshwar"", ""company"": ""Past President""}], ""secretary_general"": {""name"": ""Saharsh Damani"", ""company"": ""CEO, FADA (first CEO, appointed 2017)""}}, ""regional_structure"": {""governance_model"": ""30+ regional/state/city associations"", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [{""label"": ""Dealerships"", ""value"": ""15,000+""}, {""label"": ""Outlets"", ""value"": ""30,000+""}, {""label"": ""Market Share"", ""value"": ""~90%""}], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [""FADA Academy training"", ""Industry research and data (FADA Vehicle Retail Data)""], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [{""name"": ""FADA Research"", ""description"": ""Monthly vehicle retail data across categories.""}], ""programs"": {""Training"": [{""title"": ""FADA Academy GenX Executive Leadership Program"", ""description"": ""Leadership development program for auto retail professionals, in partnership with NMIMS.""}]}, ""events"": {""Annual"": [{""title"": ""FADA Dealership Excellence Awards"", ""description"": ""Annual awards recognizing excellence in automobile dealership operations.""}, {""title"": ""Finance & Insurance Summit"", ""description"": ""Annual summit alongside Auto Retail Conclave.""}]}, ""publications"": {""Journals"": [{""title"": ""FADA Journal"", ""description"": ""Monthly publication covering industry updates, GST guidance, and retail data.""}]}, ""compliance_policies"": {}, ""partnerships"": {""list"": [{""name"": ""Automotive Skills Development Council (ASDC)"", ""relation"": ""Skilling Partner"", ""website"": """"}]}, ""awards"": {""list"": [{""title"": ""FADA Dealership Excellence Awards 2025"", ""description"": ""Jury-led national recognition for top auto dealerships.""}]}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""New Delhi, Delhi, India"", ""phone_number"": """", ""email"": """", ""website"": ""https://fada.in""}}"
4767b0c5-e6d4-4dd0-814f-dc7e8911c26c,National,Textile Manufacturing,25000,10000,500000,3b1b6be7-d616-4c46-a470-2a2fc1d16691,"{""association_type"": ""National"", ""legal_status"": ""Registered Society"", ""overview"": {""about"": ""CITI is the only national body that connects India's entire textile and clothing spectrum, from cotton farmers and spinning units to garment exporters and textile machinery makers. It also heads the Textile Sector Skill Council and CITI-CDRA."", ""mission"": """", ""vision"": """", ""sector"": ""Textiles"", ""objectives"": [], ""key_functions"": [""End-to-end textile value chain representation"", ""Textile Sector Skill Council"", ""Policy advocacy on PLI, PM MITRA schemes""]}, ""governance"": {""president"": {""name"": ""Ashwin Chandran"", ""company"": ""Chairman & Managing Director, Precot Meridien Limited""}, ""vice_presidents"": [{""name"": ""(Vice Chairman)"", ""company"": ""Precot Ltd.""}], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": """", ""headquarters"": ""New Delhi, Delhi"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {""Skilling"": [{""title"": ""Textile Sector Skill Council"", ""description"": ""Skill development body for textile workforce, also linked to National Skills Development Corporation.""}]}, ""events"": {}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": [{""name"": ""National Skills Development Corporation"", ""relation"": ""Board Member Partnership"", ""website"": """"}]}, ""awards"": {""list"": []}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""6th Floor, Narain Manzil, 23 Barakhamba Road, New Delhi 110001, India"", ""phone_number"": ""23325013 / 15 / 55"", ""email"": ""mail@citiindia.org"", ""website"": ""https://citiindia.org""}}"
10490242-4bcf-40f0-9da0-9abc9dde22f2,National,Apparel Exports,8000,3000,50000,3b1b6be7-d616-4c46-a470-2a2fc1d16691,"{""association_type"": ""National"", ""legal_status"": ""Statutory Export Promotion Body (under Foreign Trade Development & Regulation Act 1992)"", ""overview"": {""about"": ""AEPC is the official body of apparel exporters in India, operating under the Ministry of Textiles. From one office in 1978 it has grown to over 40 offices, providing trade statistics, market intelligence and trade fair assistance to garment exporters."", ""mission"": """", ""vision"": """", ""sector"": ""Apparel Exports"", ""objectives"": [""Promote and support export of Indian garments"", ""Improve competitiveness of Indian apparel sector""], ""key_functions"": [""Market research & development"", ""Trade fair organisation"", ""Policy advocacy"", ""Skill development"", ""Certification and standards""]}, ""governance"": {""president"": {""name"": ""Dr. A. Sakthivel"", ""company"": ""Board member for 43 years, Chairman 5 terms""}, ""vice_presidents"": [], ""secretary_general"": {""name"": """", ""company"": """"}}, ""regional_structure"": {""governance_model"": ""40+ offices"", ""headquarters"": ""Gurgaon, Haryana"", ""chapters"": []}, ""membership_details"": {""overview_metrics"": [], ""categories"": [], ""requirements"": [], ""application_process"": {}, ""benefits"": [""Trade statistics access"", ""Market intelligence"", ""Trade fair participation assistance""], ""mode_of_application"": """", ""application_url"": """", ""member_login_url"": """"}, ""services_offered"": [], ""programs"": {}, ""events"": {""Biannual"": [{""title"": ""India International Garment Fair (IIGF)"", ""description"": ""Held at Noida, with about 350 exhibitors and 2,500+ overseas buyers - Asia's biggest platform for MSME garment exporters.""}]}, ""publications"": {}, ""compliance_policies"": {}, ""partnerships"": {""list"": [{""name"": ""Ministry of Textiles, Government of India"", ""relation"": ""Government Oversight Body"", ""website"": """"}]}, ""awards"": {""list"": [{""title"": ""Mentor of the Indian Apparel Industry"", ""description"": ""Recognition awarded by AEPC to industry leaders.""}]}, ""transparency"": [], ""digital_presence"": [], ""contact_details"": {""office_address"": ""Apparel House, Institutional Area, Sector-44, Gurgaon, Haryana"", ""phone_number"": ""0124-2708000"", ""email"": """", ""website"": ""https://www.aepcindia.com""}}"
